"NS_1","NS_10","NS_11","NS_12","NS_13","NS_14","NS_15","NS_16","NS_17","NS_18","NS_19","NS_2","NS_20","NS_21","NS_22","NS_23","NS_3","NS_4","NS_5","NS_6","NS_7","NS_8","NS_9","S_1","S_10","S_11","S_12","S_13","S_14","S_15","S_16","S_17","S_18","S_19","S_2","S_20","S_21","S_22","S_23","S_24","S_25","S_26","S_27","S_28","S_3","S_4","S_5","S_6","S_7","S_8","S_9"
5962.081093,10651.70082,6297.777047,8798.884835,5789.893926,6897.531766,6730.502004,8378.387135,6755.410492,13632.31244,8759.457197,1771.883919,6782.947089,10481.77709,6490.070726,8396.470261,6845.322656,3323.076666,9736.962222,6270.071064,9750.841535,8168.4224,6303.735236,1876.426387,2488.671085,6152.656273,6728.601833,7905.033092,6495.782712,8315.558475,7809.306729,6344.941548,8565.599185,1552.831678,5756.101464,1790.746916,10927.8336,8764.959213,20964.11669,13670.32824,16437.21601,10593.38909,26736.7592,18940.79319,7458.499529,7346.217268,7023.328889,6192.694245,9638.978555,1899.578118,5285.784639
4227.960138,4833.115054,929.0690942,2845.42127,2670.220223,2137.976671,482.0581142,3940.789354,2602.010032,3352.031068,7975.30338,722.2048925,1644.955615,694.5181119,657.6508517,2901.503906,3437.586296,2184.586419,3849.241304,2131.944753,3699.53789,6107.039609,210.1491353,2617.805284,3342.434874,3973.932786,893.8924856,1467.549191,1399.531604,3490.657363,1794.659,7868.670671,3895.792717,2804.506177,793.6141458,2847.750655,3446.849225,219.3358692,3736.253114,2932.219076,7489.435794,3229.877766,3186.483669,3181.693202,2770.835604,1696.801854,3906.45761,1292.957195,3221.089866,2030.87028,1340.412836
2059.202249,922.5596925,21812.84348,12923.1474,771.7475115,31536.14023,349731.4015,11216.64204,12387.55689,34681.6649,94.18135562,96.54582635,15509.49682,397.5549469,40424.21194,16997.95776,531.5985606,33402.53348,275.0370578,20788.45999,11168.06682,2982.62496,2299.362449,2191.193522,21009.18927,785.5313942,10900.77352,119.2453949,2137.343429,6134.287879,593.4018278,9902.508702,2824.587741,2648.447901,3930.540236,3063.976698,1691.684416,839.5901816,13411.40101,1232.317607,11376.96739,1397.937525,1490.689568,4862.58756,194.8176055,4449.715325,1223.186084,22384.45927,9704.575474,677.0631279,9065.891347
2029.941366,2184.114812,3590.09177,5572.625743,2180.490819,1940.97352,2101.030379,1870.148181,160.0179701,2030.557756,2147.931118,2262.131995,2101.103784,2272.559967,2021.530596,637.4499531,3208.43577,1807.008637,2755.077802,1887.2002,2047.396227,6297.092425,1886.457906,166.9714509,2164.533425,1882.109758,3885.764951,1959.709157,2437.776287,2020.629205,1765.06235,2044.244733,1411.552397,2920.668969,2551.395258,668.4144369,3730.069423,152.930561,347.5170079,1151.527503,1996.921769,167.1140316,356.2489151,2027.130944,2142.335176,1481.282441,2029.928174,773.1857691,2532.762259,5082.743975,1947.199124
424.8164278,343.5418549,98.34927729,300.5705728,136.3409736,2033.122473,234.4523974,441.4038023,447.6821693,367.0905283,540.1512785,709.0958534,363.0291934,321.9046833,476.6103359,799.4720632,410.7422387,652.8263352,183.0306116,469.0684651,457.8233209,121.9386982,2258.194527,127.6148792,654.8694228,595.1586752,365.8817284,154.4954105,255.45652,428.8173151,545.4106614,631.8109126,114.9512033,836.1608002,900.0658602,534.6019302,474.498041,316.5193581,342.9845999,91.07790879,431.8923873,616.2413949,432.8636621,262.8079152,497.5687963,918.1703849,248.9772429,627.7897864,570.674922,356.9434758,463.2375514
6202.003203,1471.845355,471.3265029,2846.301891,1212.786562,5891.755793,5866.617513,1092.725042,7641.506172,11686.59389,5582.711678,10907.38838,18274.28764,3117.371423,3701.5363,7027.727099,3882.019964,7167.146384,22970.97212,7896.89851,990.8723762,4811.801364,7259.39957,6222.745698,1559.284265,5873.894282,10826.49853,6975.600798,5406.148338,3997.110827,6497.340996,5743.439908,1856.857674,22098.23104,5396.614422,4879.618807,6775.670377,6771.917001,3531.549961,15436.89086,3696.556804,6235.814397,15256.69455,6161.499508,14751.73037,3099.405371,5350.647366,134.2278985,1733.307862,760.85208,2358.606551
2783.333679,101570.3458,3130.706809,58850.61054,14901.52358,18299.44351,21013.12722,5469.25278,23878.144,7491.236434,17375.32726,13123.41638,16585.40063,30526.74446,15820.99486,16649.34627,16393.31795,15291.06482,29989.09541,17322.91652,9472.469692,23665.58307,17971.51337,22389.15441,17696.32041,21192.25996,17485.43272,28914.19775,3997.922005,33827.07279,17021.10353,16843.90013,35095.01202,1404.409698,5652.653782,19509.19487,38061.13099,5989.459057,141574.2038,10225.14831,2168.818227,9487.636161,18254.54334,7078.063439,21388.98811,15825.03093,21892.05756,18965.26967,916.2201272,2237.752629,19553.47653
21688.4825,6576.911205,16266.97956,2016.709144,1174.921911,30040.21654,38196.95684,5446.129873,35578.96811,182.487809,5457.837385,16354.19115,1870.875638,1609.492054,24294.78555,21810.54296,609.5173546,19111.38601,904.4806503,21707.82322,8152.086615,7929.347653,43630.27856,2970.291029,1069.290155,10635.95758,1428.339129,1803.113526,2462.016771,22086.96689,278732.1794,2087.891503,2667.812361,1610.42573,24407.73912,1918.57236,5866.394384,8264.19486,366.0480109,7786.366999,824.3517656,3293.714613,13064.96862,3328.955226,24208.44397,16056.08193,32858.50821,49440.63044,13208.98738,158.5294398,18742.12772
966.80609,1157.879824,806.3551827,841.7509952,1568.186862,887.8061182,878.604793,462.1395496,1093.648647,511.2447205,2788.810609,968.1044017,741.9439073,455.5877753,862.7182327,760.1956553,841.2964294,959.4181826,2142.642635,334.8505641,104.4505972,398.3242823,933.3471429,2579.562788,4066.491181,903.5922117,118.9650242,2066.127566,455.6478896,418.0777899,960.8397817,858.8125755,2306.157202,1938.149741,777.670902,1079.03551,792.732488,1240.954275,2226.971608,1045.491191,845.1007659,1133.878875,814.1433095,223.4483252,814.4021831,905.7344471,857.4478445,216.1059941,1012.262441,606.8303571,766.5123891
1064.974265,2366.441963,1034.018463,1938.369955,294.9248977,1297.53542,1250.852577,802.8948345,644.7154633,1449.984465,1508.951717,184.2392688,140.0524336,2733.183748,1331.815586,1494.580507,1510.080765,1240.088285,3968.049132,1053.501839,7967.376782,473.6773032,1440.644055,1945.547213,1124.409907,876.5666486,1136.614565,2483.509025,1532.546183,6643.169096,1386.39867,1139.97669,5908.645289,1491.475973,1012.069913,2796.035186,2659.856501,156.8002324,2661.677114,1626.070496,4072.62806,1755.712462,1693.377227,562.7277238,857.6062825,1535.642794,1468.806688,1092.762508,3006.937328,1894.588181,836.8509124
14915.80865,13531.25096,15021.9766,13341.43894,14818.93803,13481.0959,15237.31614,13578.5013,14142.50059,14109.69994,14582.76312,13064.59286,15024.61676,13832.93456,16079.51471,16510.32381,15331.44311,13744.14404,12338.98767,15211.91774,11139.08229,15557.09557,16131.18675,14880.13718,15135.67742,12150.53302,14401.65355,13391.46261,14330.85369,11639.19566,13670.13197,14621.90256,11027.55865,14899.12101,15538.34498,14165.11822,11768.48806,14037.67033,12183.69846,12754.6719,9798.267039,12233.26915,14719.56018,15468.31954,16240.63156,15035.93211,14882.59562,15575.44036,11055.16636,12461.16841,14943.59456
818.0542872,320.965229,423.0135305,205.866448,719.4891255,149.2521949,959.5887034,406.8523388,421.6613467,2082.304191,161.0487865,935.2632746,617.0294551,459.1233768,342.6455578,3897.347172,886.9891159,913.9882472,1002.75853,778.8940639,724.2531523,1654.398747,1922.277343,462.6829865,131.2413963,853.6975281,356.6687809,3975.990613,151.1229884,1226.726697,135.6743304,819.2006995,381.0479926,483.5315394,594.00856,766.5744754,123.9421777,797.9067476,145.8497954,693.2253353,692.5901943,842.9155997,779.7680112,614.0160988,308.8575045,288.1735595,1648.643439,2883.794431,364.8119031,1003.425954,184.4077655
2880.819316,1350.301284,2307.936928,318.9903971,2747.438226,1939.066618,3491.225246,2189.404191,2145.767632,1263.067529,825.5629675,2422.912674,2976.587039,1605.956225,2267.28879,1276.493736,3149.228866,2728.1058,1484.273939,3005.374138,1135.804166,926.0912,2235.87192,1383.986226,2981.872129,742.2482824,1632.976895,1047.283528,1301.006766,645.1326941,1646.004369,2031.859133,1972.287153,2797.629918,2712.427945,1828.758443,360.9966722,688.2364425,1056.095332,1819.892786,1300.122928,899.4339846,1876.005535,2200.629801,2762.043022,2789.629713,2154.456931,511.7106756,1058.633706,1844.28481,1255.642531
20232.37875,23590.5887,9157.082044,9999.712192,7337.950924,12521.64642,8609.888945,14383.32994,997.4425006,1496.835031,9823.523512,10767.14174,489.7667256,863.6309194,9634.337608,10101.49973,411.4003161,12239.45615,11780.39802,8000.363402,10021.16936,9102.126424,8490.523165,9607.661605,10183.60507,9022.747313,9153.645498,11859.29392,23394.71185,10713.52338,9788.374511,193.5625393,928.3488099,20984.23986,1026.188888,4900.516928,43028.08576,4082.017179,12794.2632,14253.98446,4138.566268,11895.07492,803.2451844,7103.350828,136.5070043,8054.898183,8746.832185,6687.426529,10721.37198,3836.556542,9204.696477
13473.66448,10581.96391,11970.91879,10613.45202,12609.30009,10886.64773,13926.07777,10529.51574,12775.68717,11543.15991,10488.90174,10243.87321,14762.69909,11259.20557,15221.32141,11802.15512,13502.37645,12311.09615,10673.34018,15158.26183,10188.57502,12760.3429,14047.65473,13804.79012,15194.56013,12423.32185,12845.785,9859.993607,12691.49047,8841.854855,13363.79494,13636.58092,9854.540115,15085.33757,14718.17546,11463.59221,7116.852205,9571.739819,8326.722188,11255.53843,10376.53467,9476.797421,11721.59458,12878.94933,13816.51527,12899.38221,13213.75381,12596.96388,10332.87255,12490.79508,13522.94838
5608.566165,1270.715169,894.6370893,2949.208609,2561.876213,2136.681197,911.9954202,17267.35407,7173.141355,1992.663827,12550.69725,3190.86402,2696.250091,5440.68491,87.05371904,2270.066842,112.3798827,1227.529575,10151.35239,2522.082901,1613.297718,2028.357009,1362.798815,3089.014664,2101.361589,12491.53052,3951.997268,5715.656561,9478.843534,163.8629949,1955.287652,2589.713652,12338.10288,4253.428515,3409.642358,8419.213711,6965.436196,2387.897942,8561.216378,3722.277838,11941.05632,1690.746478,2999.603061,4790.221093,1904.01816,3587.700038,4713.080911,1279.632543,4548.527851,8411.411592,1939.577255
2230.326044,1805.693391,2239.027995,1630.374854,2621.848335,1280.381529,2481.944243,2630.089607,2055.654627,2184.681474,2348.393062,1179.385866,2792.435823,2052.488278,3399.97048,2793.768999,3206.345565,2193.883351,1835.589105,2493.705274,1700.606147,3384.293938,3498.689897,2823.883724,2650.221116,2463.340297,2686.604606,2249.968077,2286.533059,1186.395313,1977.125426,3061.276222,1672.212429,2596.446899,2626.116466,2458.403814,1233.434343,2135.643759,1769.045262,2184.544692,1759.069641,1754.936584,2654.040495,2898.1837,3497.527125,2234.5782,2213.88016,1835.128135,1627.042867,2728.523044,2340.844749
1426.630479,14308.16852,1359.53349,4188.496129,2833.795675,647.6113528,887.6244058,4062.619062,3053.816748,2478.010226,16235.96938,6645.983679,1621.840572,11736.41821,3886.221853,4415.447349,2264.647981,3747.073483,4180.906803,879.8016448,5765.653799,3112.024287,1063.174658,1071.354476,6144.892771,1726.599354,4710.482161,4971.365735,2138.67968,9388.909652,3127.505477,4107.563609,690.8408303,3503.939037,8452.165879,4451.24588,12962.90138,2123.318749,6776.355746,4051.45552,7087.673676,11176.35514,5302.286822,4122.70025,681.2045215,5272.514856,4014.574594,626.4475625,1720.33174,4155.034171,357.4208097
935.1140743,1210.008106,1537.292018,3193.318545,124.4609099,1555.820346,1476.979303,1509.612776,1053.080429,1873.659785,1818.721438,1682.126449,206.556366,1827.774615,1671.26074,737.3758737,2017.329446,1453.418015,685.1686411,1408.488683,3030.958151,1313.002529,1621.181634,2888.086645,4338.25858,2679.349123,165.5706545,3570.903114,2925.421455,1703.578209,1934.223589,1144.735942,2784.999868,1023.092738,3395.559973,1522.30301,3443.718914,670.4995146,1598.924404,814.8608955,1790.695567,1295.417826,1243.037954,2394.516176,1310.420373,962.9971801,1706.61111,1403.782226,1757.916839,3205.62611,1433.916587
3745.649107,3593.489604,3344.776539,6728.195971,1631.454344,2687.764433,782.1407134,5274.514108,3685.13746,4758.74212,4882.215512,1398.530684,2798.553551,873.8749538,860.2372318,3859.776592,6019.878596,4821.006921,2748.762295,152.933521,6258.467835,4475.63414,2865.024321,7229.469936,9662.473577,6175.090311,2432.410997,7421.867011,7171.174921,3550.779559,5329.522668,4521.488317,4839.893088,4229.080187,7649.931543,4184.043431,5505.603861,2411.254342,3752.944403,2979.112956,3468.8641,3246.496332,3776.909144,6104.926327,840.7146632,3807.187427,5270.628476,1133.83129,4203.713765,6456.820368,2962.505995
19178.89815,25689.63796,15621.42692,8374.98158,15668.39558,14613.71322,24498.30416,23734.01267,16189.85613,16451.32855,15300.85906,16298.25921,23830.73407,18585.68972,11501.13206,16069.2808,15053.19134,15355.71688,18948.53704,15694.84459,29976.92615,23729.3604,21947.79996,17129.44289,13969.38021,14015.58144,15289.28183,14096.58112,13029.11139,12726.64885,14366.23789,11304.31425,15567.79308,12150.68878,14129.27938,15325.90975,17770.87251,19321.85016,15707.00639,20822.08796,15461.95474,15529.06151,16691.2679,12379.11905,12967.75998,15801.07349,15325.57452,12956.32563,23140.56656,21588.2352,12315.19717
1164.145421,1711.468947,955.831979,1873.324699,1159.790147,1579.677534,1061.461834,979.0443836,1945.017742,1331.54071,1257.783069,928.2504069,1405.317606,908.3072433,1435.403602,1408.679729,1088.51503,1144.179114,1463.759947,945.8196072,1194.816976,1363.16701,617.4132293,1920.496185,1447.035981,1168.309444,1387.679631,1410.28389,1004.153814,1548.441003,1366.326771,2843.392512,1216.91084,1198.776026,1218.369681,1182.833169,1204.668397,1161.08009,2113.102644,1412.318289,1296.45989,1379.146085,1094.780358,1607.652353,1205.631622,1354.930103,2188.566479,2387.711005,1391.431089,1455.136819,1665.067931
1317.770206,1204.606319,1475.510619,1317.211207,1556.805653,1572.584868,1582.478379,1352.987334,1392.85236,1335.661569,1407.783081,1184.860727,1152.972334,1234.657439,1595.698552,1353.427537,1215.264482,1270.359286,1036.288169,1286.205548,1386.530394,1318.215327,1537.648443,1417.41909,1512.753885,1366.383499,1460.977956,1382.032152,1380.827095,1412.63725,1427.594615,1278.539507,1630.43138,1562.503102,1471.81444,1487.816488,1189.344018,1231.153776,1600.078326,1323.747485,1372.256409,1354.246715,1209.332263,1361.865935,1271.46111,1571.319304,1435.445028,1468.68427,1423.015622,1420.872491,1539.723601
1972.271204,1783.344355,1914.339946,1555.812192,1738.217899,3033.109235,2013.312553,1780.754059,1836.949688,1664.424145,1726.244689,1910.16951,2177.996167,1764.972848,2160.530387,1990.384587,1972.572906,2046.967901,1378.21301,4622.475004,1650.288124,1839.382093,1326.081666,1947.937793,2639.100095,1709.863865,1591.726451,1749.1093,1914.943283,136.4772978,3297.789065,706.2881877,1454.073769,2200.984218,2278.936287,1450.976193,1459.038696,1811.546626,1794.515654,1634.158587,1560.702169,1869.715937,1864.972573,1644.90271,1336.302437,3734.538663,2398.415131,2210.962142,491.3605307,142.6590415,2550.187463
1388.40728,448.6770444,1155.43866,1121.43308,1149.1571,761.4869588,1525.057102,1288.516307,1337.765016,1120.556575,1052.789901,565.2792384,1696.728285,582.7784393,1838.966484,1440.936921,1540.925548,1286.467491,616.4033578,1358.354511,488.2387737,1432.883413,1904.741937,1427.194294,1543.468761,1028.985463,1303.4176,797.3628898,1170.739202,598.0612526,1037.940863,1706.638498,296.7520382,1823.515351,1425.723638,931.0385222,309.442244,721.9437964,127.8310249,1060.784917,374.361302,285.5645685,1181.583956,1326.723106,1884.340984,1213.895034,894.6736474,1055.003719,162.9311526,1205.272197,1269.550811
1361.911077,539.4670268,696.6713366,495.9286176,323.889733,625.2028386,583.7404528,742.2321044,686.600935,562.182077,536.6209376,642.5257394,410.138743,669.2380189,209.3201637,190.5815599,586.0909753,503.6264169,156.0450514,1539.730442,532.7636858,678.5341603,727.25656,975.7786672,963.2678997,831.7491601,527.5785939,611.571973,1084.318597,551.5647844,650.5014125,1622.982357,620.243136,613.2013544,191.3665301,383.4523975,593.1661796,635.2324812,511.3305739,511.7728824,599.8312918,545.3977791,186.6682458,899.411201,582.4747629,872.6819892,583.9997356,1158.598134,233.8921163,381.4678913,666.7055237
295.1641706,298.2529985,293.3193707,318.4057272,124.8329401,294.3689453,115.624763,120.7412311,298.3049468,273.5278878,293.8261086,242.0951068,305.0141318,314.178561,300.7103075,314.7790718,306.2094675,340.9416193,307.0224331,311.8840999,286.3565945,290.7773306,270.7226551,118.5225514,268.3622331,334.2158307,306.8740482,121.6703394,286.890225,287.5425172,463.9409891,680.0953565,507.2463081,150.1151436,305.3159365,649.7862495,265.6467309,134.6602838,326.1479594,129.1795334,264.0461698,571.6770165,117.2510345,733.1239173,284.7356098,264.3132513,274.6378702,322.7412101,127.9926455,302.6646305,496.6211272
1700.495574,1182.853175,4062.744025,333.8084839,7931.155039,3538.699671,328.2828577,2332.748652,484.8291394,1568.650804,2560.969868,7884.026406,7156.689808,830.4079102,83.81181442,1540.497368,2699.425563,5222.259674,673.4804686,3604.384881,716.6227367,3131.431218,2755.147804,13894.69568,216.3518478,3470.316042,395.0893915,20705.5893,1955.10122,27075.49817,2992.473145,4670.484871,582.9201827,3670.292062,2702.773869,12148.44685,5899.073987,13950.79961,5865.926301,150.0483876,19232.2035,5834.905292,4563.364726,72.72518429,1972.808746,7026.803249,2896.046037,3338.101408,5544.190637,3308.355934,215.7374626
1826.655564,1878.888368,2454.758629,1710.089552,1880.83462,1671.170944,1914.861894,2250.000644,1318.515854,999.1103775,2366.203059,1404.530582,2158.049226,1380.3293,2127.765719,1915.235681,1084.987842,2901.485866,2107.883677,1794.047385,977.5224943,1552.680009,758.1838765,1810.064635,963.7891733,1726.126412,1196.548542,829.1749212,2072.689065,1951.808728,1994.634567,659.8164587,1447.888595,929.3711405,1600.647043,1028.758972,1704.729189,1259.14856,1633.214961,1463.297476,974.46447,1341.167693,1522.000447,1423.479863,882.1388068,1769.269158,1433.739108,964.8976946,2236.718712,2537.51085,1218.820246
7308.043359,102.660422,116.2365071,659.1751065,746.3659572,1242.695965,1337.784429,1691.427737,392.7434697,740.4441325,200.7731767,105.5485512,113.2426413,1685.00308,950.9191585,2776.73165,394.476431,718.9326302,1831.978334,297.7266768,91.08636879,699.7909177,1948.889868,1967.640602,528.608595,896.5133627,111.5617883,1160.146209,1657.159861,836.0371492,9415.846899,1054.84862,554.0410195,114.7093124,1546.99562,849.325665,1174.30265,897.5442499,727.2360858,783.7716203,2803.698125,806.1635765,500.4388441,1569.555927,1089.85852,1443.512203,1488.168772,1014.024687,2415.148061,477.5176523,817.2528678
15409.64125,14294.99809,9209.082732,10980.82916,14259.25263,16101.74713,16176.14897,22334.11399,55197.14795,13834.37299,14308.66815,12014.15041,14004.02572,25442.70012,12556.68259,7500.460798,11609.3877,11108.57531,14788.2927,4303.698506,13498.7447,17882.69246,10547.85158,32642.751,17425.12766,2828.913123,11513.04848,25947.01638,33363.95433,3938.574266,16216.59197,18992.79812,8050.783109,13539.36135,12795.54251,13666.09919,16355.24412,26072.32366,14644.57943,13331.07724,15263.16546,16421.70985,13952.07707,12544.3505,7977.213469,39439.95899,27484.02685,27751.81725,158.2724518,13881.8615,4815.32785
2218.388823,11284.40893,1865.911858,1685.763277,1684.999893,2770.672119,2260.186031,2736.330262,1826.316893,3317.211405,1868.000681,7359.382323,2096.287416,3733.293774,2074.312169,537.7655895,326.2059042,2910.865106,259.1615689,2226.682467,9412.796227,2202.271794,2235.97409,2404.550895,1162.826902,2286.705972,2265.010053,3109.280734,1489.95762,314.278589,2158.126814,1474.113328,2300.967799,2489.010265,799.3759197,7195.309806,4738.874934,269.3811603,5949.315733,312.6137729,6105.508401,6953.960388,263.5776628,2110.836948,2237.244833,1992.175103,853.1752998,601.0628396,3466.491369,2806.957238,1509.91944
996.6531243,4885.381014,822.8182805,3011.615911,3611.515293,2456.439362,1290.746835,787.0695076,6288.480531,5355.465218,3548.667687,2395.208842,3355.759223,1105.607422,1230.538437,1298.426069,2887.269798,2798.363974,5604.038445,2427.264314,11476.00431,2480.940176,733.050027,8174.865445,3776.397995,1984.127593,8335.518605,208.0029553,1161.274374,5016.074738,1615.651263,1632.120587,4841.759631,2609.083905,5459.874152,4999.94145,4237.313312,3698.799103,4313.484157,5426.99674,4880.118571,9533.71584,6397.724785,5253.848663,409.5304211,5076.897751,4011.767976,2594.142662,16740.06905,7420.693172,3014.953927
2947.138565,1121.872346,5500.68335,2546.660097,6705.46147,1003.876713,2912.739042,2587.263406,7883.239301,4220.451488,3531.838182,1139.768485,2627.468142,5691.849716,2882.11781,3132.789175,1856.312588,1299.188109,2755.742529,2856.660989,3984.086574,3115.32662,3104.30342,10117.7398,2034.723916,1156.34196,1193.863782,8598.479237,3728.388718,7419.985304,3945.447897,2979.515462,4177.194796,220.4546414,2599.985162,1864.728815,5116.296872,3080.342521,2568.93066,781.0839209,4515.0011,3333.889916,190.7102984,2778.093276,2861.682466,4438.920021,1030.958378,3308.797023,1021.071669,3526.747362,2761.0635
12770297.98,12914735.31,13268501.06,12943925.45,13008359.77,13183125.29,13186860.73,13309468.1,12920025.46,13151928.31,12513000.74,12916739.5,12992643.81,13255822.89,13146828.7,12962453.31,12713282.16,12820682.5,12529449.01,13010044.52,12832524.92,12927218.12,13274655.7,12763942.01,12713315.45,12693634.35,12777103.66,12720392.46,12337901.67,12884175.23,12870417.82,13149480.34,12860679.75,13066379.4,12802855.86,13023152.22,13188148.18,13293420.8,13055968,13045832.21,13189163.35,13324574.99,12963060.02,12933011.71,12863747.51,12871145.01,12685535.59,12845874,12627956.27,12873247.81,12876528.21
114399.5232,113991.0365,118784.8063,126488.2454,122936.0445,115712.7017,141238.4657,120910.8297,112363.6446,98224.00621,117242.9204,106671.4902,123659.8879,125645.4822,130596.1427,122723.6618,114101.1415,106588.1199,123384.1954,123471.4973,111337.9864,123701.9184,131841.6755,124063.0765,119086.1741,123084.3827,132121.2041,131280.3794,112035.6547,124013.0237,110342.4281,113947.7681,121786.0531,119499.4918,109187.7096,124029.9954,111238.4045,133214.9842,86562.96641,112692.3881,113916.218,125937.4622,110593.48,98354.93134,114936.9784,132275.098,96175.32583,133946.5356,89555.91376,128704.8565,122103.4926
3693.50858,2222.266283,946.0415561,1391.461789,1494.768645,479.0896858,1313.175651,10756.99566,842.0265953,1997.430804,3607.791397,586.9692845,2142.667944,4114.329217,1209.165297,995.0372872,1847.450577,832.5679874,5407.360558,1055.437378,341.5188205,2188.872423,208.1583373,5565.762053,1644.052446,8111.360976,1723.18236,6575.754082,8868.82641,972.1310258,615.4355893,4223.858601,2399.897905,10605.85277,4185.850429,2313.777098,1033.824222,1405.743111,3333.189681,867.3422168,6759.385856,110.538062,1741.550547,2852.254257,96.74271859,939.7275957,5147.172517,952.6470888,3540.435677,8221.251435,107.1033212
2212.21122,1815.075519,2465.003437,1862.316173,2533.100438,1825.910952,2840.511478,2565.757254,2356.517746,2281.733552,2418.817282,1427.122766,2638.893329,1813.226763,3381.386053,2360.680993,2697.434252,2437.519495,1908.03359,2660.746713,1689.755335,2655.516267,3089.950291,2433.624753,3234.362769,2204.3327,2213.286019,1921.205545,2502.272197,1471.732128,2383.388885,2842.79267,1602.482264,2936.975762,2428.768768,16679.38475,1758.918996,1795.07881,1233.638847,2199.213584,1387.577848,1495.83166,2421.858582,2675.47862,3256.626697,2489.129868,4586.115675,2086.820026,1429.140698,2498.064443,2342.143466
42314.52402,38974.49286,42296.22542,39820.38317,40937.04808,38130.23547,45968.95284,41747.55227,40545.73027,41992.68551,41160.44263,40181.70528,43895.07144,39178.79578,47091.30709,44988.59838,42196.19858,40503.71751,35452.70815,45043.93173,33858.15402,43398.76933,46474.38351,42682.74926,44196.26228,36316.24287,42880.03632,40807.04419,41516.27984,34771.06393,41688.6786,43762.40005,34454.22024,45304.23477,43323.38313,39972.74698,38885.26044,41503.89337,38889.33474,38563.27139,32861.47236,39418.35471,43275.22389,43077.42379,48127.34355,44316.86892,42497.94601,45936.48315,33225.80616,39691.83302,44552.23122
70648.97492,44860.09573,43002.82571,63111.89463,112413.0529,47790.59467,80337.3437,76351.97162,22336.47099,69799.3341,30186.39205,120589.5963,35341.64705,22750.48881,161502.1501,93047.49663,53076.55325,85632.82241,10212.61309,71201.92404,10367.09728,67959.06382,144573.8419,38669.0428,61958.01469,50965.95469,49554.58593,34263.61888,26561.80892,24084.22676,30724.72879,65400.04646,26203.75123,103465.0843,53383.59794,47852.23365,11375.77112,42026.22659,10043.32167,44560.87749,23474.47871,23088.16469,81559.76398,207258.2975,223214.8822,48182.08664,8847.603166,80228.27237,37725.03852,116850.2884,102392.5426
12925.74975,5636.590509,12174.98569,24193.84469,5694.052633,13229.14686,23658.98281,23736.7815,12770.32823,12971.68451,12103.13206,12861.11408,13188.56094,12726.89268,11951.0251,9681.671697,8119.415289,9857.333797,9460.080812,12940.03305,22936.50142,13358.578,12688.67427,11844.71105,9422.23711,23274.42396,12885.46096,6267.796049,13880.85464,11687.20598,7942.671113,22220.50816,10968.44563,12412.48302,23795.97691,12369.53635,9500.848719,23009.08376,12329.62071,10816.89942,10351.05666,22527.38987,14891.87401,13400.41912,12533.22905,11360.55874,8583.562179,11067.32768,12506.54809,7119.976033,9212.946147
17541.99827,21632.87048,23344.37527,22757.53998,17638.12884,23832.77151,20318.41857,45872.12542,19576.76315,43771.8238,23350.36169,21778.4274,23428.68763,22355.03769,46646.14363,23876.1043,22438.07058,18249.56471,18417.62163,18462.93837,21873.95225,22485.55368,22421.89023,19816.05754,24320.99517,24724.7232,18729.74218,23704.48796,21768.1973,19148.08549,24061.05892,47354.18444,24171.73128,24113.1422,46109.40846,45837.72117,22937.06239,16952.98609,23175.42623,30489.54652,23342.26949,44238.37704,22680.93522,24082.92313,45877.96418,23671.6744,23140.87478,24489.10056,24295.20754,46535.2839,24024.24819
6929.828741,4032.619098,6302.187363,4664.606073,7058.212301,5129.929004,7697.095604,8276.404639,7456.094464,6642.631932,6421.503623,5602.541074,7926.206486,6701.726432,8478.148446,6844.977446,8334.031906,6086.395928,5439.652497,7934.763452,5863.048367,7376.227312,8265.01223,7875.67938,8517.304309,7391.82937,6265.331652,6734.907777,7267.643045,3173.905863,7251.07646,8263.782131,4458.345654,8382.928894,7727.153398,6441.770662,4079.400332,5351.819879,4914.718497,6054.709673,5387.823199,4742.866703,6944.604794,7651.514603,6891.406588,8153.762315,7039.937725,7188.233789,6102.212387,6830.353907,7263.219065
873.0133861,16929.40692,565.4645196,189.6599096,691.6975689,1214.563487,976.7412827,555.0523273,1351.213275,393.463451,645.1790969,203.2323986,1269.533884,2386.645672,1404.031186,168.9320925,777.5197392,193.2350572,224.4012471,2043.057814,1541.514507,158.3413938,1185.814796,1204.628579,1001.419971,1923.803481,624.0506775,510.809886,1115.336207,10108.64983,508.0282624,1675.664981,1708.00731,2226.598313,364.8748613,755.9316329,2227.358245,195.887298,415.8171976,483.9614646,2061.425934,2329.085125,203.959703,1019.031058,917.6834165,938.1491589,841.0951431,1067.25594,475.6192569,1266.8179,2039.704685
2604.465066,6277.46697,6665.929745,6152.97365,6218.426371,6615.138862,6677.058627,5806.782972,6469.289822,5189.023721,5346.239207,6179.583302,4347.425591,4716.986875,6761.252548,5678.085073,6749.151035,8060.504099,4905.923488,7957.373256,5286.782736,6372.012654,6950.522552,6059.302899,6388.208413,6238.06268,5889.120837,5789.611144,4978.115968,5064.28122,5424.06461,6465.200151,5791.297948,6405.524351,6179.507024,5161.996319,4940.879358,6391.505802,5318.210356,5640.388408,4760.036687,5401.437569,5900.770037,5191.068578,6309.000827,5703.835499,5385.786098,6451.371088,5502.003007,6264.800353,6323.38191
